,City,State,Shape,Duration,Summary,Posted,Date,Time,region_cat,time_cat
2411,McKeesport,PA,Circle,300,"Five glowing reddish-yellow circular objects drifted slowly over my house, heading east, on the evening of 10/22/13.",1/24/2014,2013-10-22,18:58:00,northeast,evening
2412,Ty Ty,GA,Circle,1200,Starts out yellow and the turns amber color it has happend several times in past two months it moves up doen side to side very slow,11/11/2013,2013-10-22,9:15:00,south,morning
2413,Longmont,CO,Circle,60,Little red circle moving in an out of air streak.,10/23/2013,2013-10-22,5:45:00,west,night
2414,Manitou Springs,CO,Circle,60,3ft round silver ball hovering down street and moving in seemingly precise path.,10/23/2013,2013-10-20,8:15:00,west,morning
2415,Oshkosh,WI,Circle,600,2 objects over Oshkosh.,10/23/2013,2013-10-19,20:15:00,midwest,evening
2416,Sierra Vista,AZ,Circle,20,Noticed a bright white circle (reflected sunlight) appearing from the NE on a SE trajectory. Alt. lower than the ISS when it appear.,10/23/2013,2013-10-19,13:40:00,west,afternoon
2417,Arlington,VA,Circle,240,"Green flashing orb floating above the Douglas Park neighborhood of Arlington, VA",10/23/2013,2013-10-19,0:17:00,south,night
2418,West Yarmouth,MA,Circle,45,"Orange flickering light (like flame) moved across sky for about forty five seconds over Cape Cod, then vanished.",10/23/2013,2013-10-18,22:35:00,northeast,evening
2419,Dallas,TX,Circle,7200,Orb of light in far North Dallas. ((NUFORC Note: 2 hours. We suspect an advertising light. PD)),10/23/2013,2013-10-18,20:00:00,south,evening
2420,Litchfield,NH,Circle,180,Bright object moving in sky.,10/23/2013,2013-10-18,1:45:00,northeast,night
2421,Holgate (LBI),NJ,Circle,60,Long Orange Cigar Shape with two smaller circular Orb shapes that appeared and disappeared fast over the water.,10/23/2013,2013-10-17,20:26:00,northeast,evening
2422,Lakeside,CA,Circle,600,Bright lights in early morning sky in eastern San Diego County.,10/23/2013,2013-10-17,6:45:00,west,morning
2423,Indianapolis,IN,Circle,300,I was driving West on McGregor Road. I seen two orange balls on light. When the one on the left got close to the one on the right it go,10/23/2013,2013-10-16,21:40:00,midwest,evening
2424,Sacramento,CA,Circle,60,2 orb-like craft witnessed over Carmichael area of Sacramento.,10/23/2013,2013-10-16,20:23:00,west,evening
2425,Amelia,OH,Circle,2,Flash of light than a fast red light across the sky heading southwest. No tail like a shooting star or comet. Appeared to low and WAY,10/23/2013,2013-10-16,20:15:00,midwest,evening
2426,Warren,OH,Circle,45,I seen an bright orange round star ship 10 times the size of a bright star for aprox 45 sec and then it blinked out .,10/23/2013,2013-10-14,23:00:00,midwest,evening
2427,Kalamazoo,MI,Circle,300,Red circle over Kalamazoo.,10/23/2013,2013-10-14,20:30:00,midwest,evening
2428,Holgate,NJ,Circle,300,"My self,daughter and son were on the beach fishing.it was cloudy some moonlight some cloud cover,mind you I am not a believer before th",11/11/2013,2013-10-14,20:15:00,northeast,evening
2429,Forked River,NJ,Circle,60,Red/gold fireball haze around it stayed same size moving same speed much bigger then any star no meteor for sure.,10/14/2013,2013-10-14,0:35:00,northeast,night
2430,Sheldon,IA,Circle,300,"Ashton, Iowa sighting.",10/23/2013,2013-10-13,23:30:00,midwest,evening
2431,Indianapolis,IN,Circle,1200,"Multiple round shapes moving slowly accross the sky, west of Raceway road we watched as multiple abjects cross the sky with no distint",10/14/2013,2013-10-13,20:40:00,midwest,evening
2432,Pasadena,MD,Circle,60,Orange object with white streaks observed near BWI airport.,10/14/2013,2013-10-13,19:45:00,south,evening
2433,Oswego,IL,Circle,600,"4 bright orbs in loose triangle over Oswego, IL, planets or hovering craft?",10/14/2013,2013-10-13,19:30:00,midwest,evening
2434,Newark,TX,Circle,10800,Craft was low above trees circling lookin for something to pick up spraying white powder.,10/14/2013,2013-10-13,5:01:00,south,night
2435,Anderson,SC,Circle,20,"3 orange balls of light, that jet off one at a time in different directions!",10/14/2013,2013-10-12,23:00:00,south,evening
2436,Hiawassee,GA,Circle,900,We just witnessed an amazing event. About ten different hovering light facing 20' north east of Hiawassee. They were orange like and,10/14/2013,2013-10-12,22:26:00,south,evening
2437,Cincinnati,OH,Circle,300,Glowing Orange Fireball/Lights Seen at Turpin HS Football Game.,2/21/2014,2013-10-11,20:00:00,midwest,evening
2439,Ankeny,IA,Circle,120,Two slow moving star-like objects suddenly accelerated to light speed heading towards Jupiter,10/14/2013,2013-10-11,6:13:00,midwest,morning
2440,Savage,MN,Circle,60,I saw a sphere shaped object flying east to west moving faster than any conventional aircraft was white to orange in color as it reache,10/14/2013,2013-10-10,20:30:00,midwest,evening
2441,Drexel,OH,Circle,300,"Yellow/orange, sphere/circle that flew across night sky ,slow speeds then simply vanished , had no blinking lights, was not an airplane",10/14/2013,2013-10-10,20:00:00,midwest,evening
2442,Kenner,LA,Circle,600,"2 circle lights moving erratically over Kenner, La.",10/14/2013,2013-10-10,19:20:00,south,evening
2443,St. Cloud,MN,Circle,15,I believe in aliens is just not them coming to earth. I swear this was an ufo.,10/14/2013,2013-10-09,21:07:00,midwest,evening
2444,St. Cloud,MN,Circle,3600,Orange colored circle low in sky.,10/14/2013,2013-10-08,20:00:00,midwest,evening
2445,Natchez,MS,Circle,30,Very bright fast moving orb(s).,10/14/2013,2013-10-08,4:00:00,south,night
2446,Denver,CO,Circle,2,Blue/sphere of light.,10/14/2013,2013-10-07,20:21:00,west,evening
2447,Oklahoma,OK,Circle,10368000,Bright flying orb.,10/14/2013,2013-10-07,20:00:00,south,evening
2448,Cedar Lake (south of),OK,Circle,300,Multiple white glowing orbs seen in tree top near Talimena drive.,2/19/2016,2013-10-06,3:00:00,south,night
2449,Oviedo,FL,Circle,30,"A grid formation of 30 or 36 lights, no noise.",10/14/2013,2013-10-05,21:30:00,south,evening
2450,Encinitas,CA,Circle,120,"Glowing/pulsating orange light, moving quickly & erratically in San Diego, CA.",10/14/2013,2013-10-05,21:20:00,west,evening
2451,Nashville,TN,Circle,30,Two bright star-ish lights moving parallel over Nashville sky.,10/14/2013,2013-10-05,20:00:00,south,evening
2452,Longmont,CO,Circle,3,White object traveling very fast NW to SE.,10/23/2013,2013-10-05,5:45:00,west,night
2453,Staten Island,NY,Circle,2,Light streaks across Staten Island.,10/14/2013,2013-10-05,0:40:00,northeast,night
2454,Maryville,TN,Circle,60,Huge circular bright light.,10/14/2013,2013-10-04,22:30:00,south,evening
2455,Madison,AL,Circle,300,Attached video. Yes Not quality but it shows what was seen. Don't laugh.,10/14/2013,2013-10-04,21:55:00,south,evening
2456,South Point,OH,Circle,1200,Dark spinning object seen after seeing 5 orange globes.,10/14/2013,2013-10-04,20:10:00,midwest,evening
2457,Albuquerque,NM,Circle,600,Numerous blue white shimmering spheres moving rapidly from northwest to southeast over Albuquerque.,10/14/2013,2013-10-04,20:00:00,west,evening
2459,Millstone Township,NJ,Circle,60,UFO SIGHTING in NJ.,10/14/2013,2013-10-04,17:20:00,northeast,afternoon
2460,Salt Lake City,UT,Circle,1500,Starlike object that hovers and then slowly moves.,10/14/2013,2013-10-04,8:04:00,west,morning
2461,Diamond Springs,CA,Circle,600,Orange balls are everywhere.,2/14/2014,2013-10-03,23:00:00,west,evening
2462,Clarksville,AR,Circle,2,"Solid orange circle/orb streaked through the night sky; no noise, tail, or glow",10/14/2013,2013-10-03,22:15:00,south,evening
2463,Louisburg,NC,Circle,3,"UFO sighted near Louisburg, NC moving north to south at a very high speed.",10/14/2013,2013-10-03,21:00:00,south,evening
2464,Covington,VA,Circle,30,Blue/green light flashing on a round object over town.,10/14/2013,2013-10-03,20:55:00,south,evening
2465,Rex,GA,Circle,900,Hovering craft near Rex Georgia.,10/3/2013,2013-10-03,5:30:00,south,night
2466,Fairfax Station,VA,Circle,20,Orangish yellow ball falls from sky.,10/3/2013,2013-10-02,20:10:00,south,evening
2467,Upper Marlboro,MD,Circle,2,I was painting my house and was on a step ladder about 6 ft high and saw an orange light that looked like it was rotating vertically.,10/23/2013,2013-10-02,6:45:00,south,morning
2468,Sneedville,TN,Circle,300,Large round bright white light moved away and upward for 1-1.5 min before completely disappearing.,10/3/2013,2013-10-01,21:40:00,south,evening
2469,Bakersfield,CA,Circle,30,"There was a metal looking star hovering several miles s/w of Bakersfield, Ca. my friend, girlfriend, and i were driving to the park an",10/3/2013,2013-10-01,7:40:00,west,morning
2470,Newbury,VT,Circle,600,White Pulsating Light With Red,9/30/2013,2013-09-29,19:30:00,northeast,evening
2471,Springboro,OH,Circle,180,"3 bright yellow lights moving independently, disappearing and reappearing in western sky of SW OHIO",9/30/2013,2013-09-29,18:58:00,midwest,evening
2472,Gunnison area,CO,Circle,2700,"Headed west on Highway 50. About 16 miles east of Gunnison CO saw large circular white light to the S, headed W at about 60 mph.",9/30/2013,2013-09-29,18:30:00,west,evening
2473,Clarksville,AR,Circle,2,"Solid orange circle/orb flew by with no trail, sound, or glow.",10/14/2013,2013-09-29,3:15:00,south,night
2475,West Carrollton,OH,Circle,300,Bright light splits into two then four bright lights.,9/30/2013,2013-09-28,21:10:00,midwest,evening
2476,Sant Monica,CA,Circle,300,A group of round bright orange lights moving silently and slowly across the sky in what appeared to be part of a larger craft.,12/23/2013,2013-09-28,21:00:00,west,evening
2477,Niagara Falls,NY,Circle,18000,Orange light circle seen by four people in Niagara Falls.,9/30/2013,2013-09-28,21:00:00,northeast,evening
2478,Owls Head,NY,Circle,600,30 or so round red globs of light come uo from the northeast--5 at a time--over the tree line--then disappear.,9/30/2013,2013-09-28,20:00:00,northeast,evening
2479,Athens,GA,Circle,300,Very bright light hovering above trees then shot off,9/30/2013,2013-09-28,20:00:00,south,evening
2480,Cleveland,OH,Circle,14400,Red and green orb. ((NUFORC Note: We suspect a sighting of Arcturus. PD)),10/23/2013,2013-09-28,20:00:00,midwest,evening
2481,Coon Rapids,MN,Circle,7200,Ufo moving towards a big steady one distance away than both stay steady while a huge one appears and leaves them,11/20/2013,2013-09-28,19:00:00,midwest,evening
2482,Shaker Heights,OH,Circle,5,Blue green round fireball appeared while my husband was walking the dog. It seemed to be at a distance but was quite large...seemed to,9/30/2013,2013-09-27,11:40:00,midwest,morning
2483,Ozark,AR,Circle,2,"Yellowish orange orb moving horizonally, low to the ground at a very high rate of speed with no sound, no tail",9/30/2013,2013-09-27,5:00:00,south,night
2484,North Myrtle Beach,SC,Circle,180,"Fast moving, low altitude orange orb",9/30/2013,2013-09-26,21:30:00,south,evening
2485,North Myrtle Beach,SC,Circle,180,Large Orange Circles hovering and &quot;dancing&quot; in the sky - North Myrtle Beach,9/30/2013,2013-09-26,21:30:00,south,evening
2486,Conway,SC,Circle,47,Appears to be three red-orange independent objects with independent movement. White light much larger and simply vanised,9/30/2013,2013-09-26,21:05:00,south,evening
2487,Longs,SC,Circle,30,3 glowing spheres going completing dark and appearing in opposite direction.,9/30/2013,2013-09-26,21:00:00,south,evening
2488,Cincinnati,OH,Circle,180,Seen two orange fire balls rotating around each other with no sound and lasted for a few min Them the bright light vanished and the fle,9/30/2013,2013-09-26,19:40:00,midwest,evening
2489,Three Forks,MT,Circle,2700,Strange movement of circular lights.,9/30/2013,2013-09-25,5:17:00,west,night
2491,Rockville,MD,Circle,3,White fluorescent light color/dark circle in center/spherical shape/glimpse of it leaving orbit vanished leaving 2 lights behind it,9/30/2013,2013-09-22,23:25:00,south,evening
2492,Warwick,RI,Circle,1800,It looked like a star but moved in various directions.. that a plane could not do. we realized it was moving because it was between two,9/30/2013,2013-09-22,18:00:00,northeast,evening
2493,Rio Rancho,NM,Circle,2400,"Bright white, round object in eastern sky seen from church doorway.",9/30/2013,2013-09-22,6:20:00,west,morning
2494,Lawton,OK,Circle,5,"I saw a green and blue orb of light,circular falling in a straight line silently changing colors into the tree line so of Rogers n Sher",9/30/2013,2013-09-21,21:11:00,south,evening
2495,Marine City,MI,Circle,1200,"At approximately 20:15 on September 21, 2013 we were traveling due West looking in the direction of Algonac Michigan when we noticed st",9/30/2013,2013-09-21,20:15:00,midwest,evening
2496,Bettendorf,IA,Circle,1800,No sound just bright light and movement faster than planes,9/30/2013,2013-09-21,19:30:00,midwest,evening
2497,Milan,TN,Circle,180,Large elongated diamond formation of 15 silent red circle lights,9/30/2013,2013-09-21,8:45:00,south,morning
2498,Latham,KS,Circle,3600,Flashing colors like ball that never moved.,9/30/2013,2013-09-20,23:00:00,midwest,evening
2499,Cowpens,SC,Circle,300,Orange ball seen over tree top theen disappeared with no sound or any trail behind it either.,12/23/2013,2013-09-20,19:45:00,south,evening
2500,Auburn,WA,Circle,300,Quavering/shimmering red object near moon in east sky around 9:25 pm.,9/30/2013,2013-09-19,21:23:00,west,evening
2501,Downingtown,PA,Circle,4,Very clear night it was a full moon. A round very bright ball of light moved very fast from west to east. It was lower than planes fly.,9/30/2013,2013-09-19,21:20:00,northeast,evening
2503,Albuquerque,NM,Circle,900,"Star like craft with wings just hovering in one spot in the sky, airplanes flying near it and dogs are barking like crazy.",9/30/2013,2013-09-19,19:45:00,west,evening
2505,Ketchum,ID,Circle,300,"Bright orange light in the sky over the Wood River Valley, Hailey Idaho",10/14/2013,2013-09-18,22:30:00,west,evening
2506,Jackson,TN,Circle,300,Three Orange hovering balls in West TN.,1/7/2015,2013-09-18,19:00:00,south,evening
2507,Rochester,WA,Circle,1200,"Singular light seen low in evening sky near Rochester, WA. ((NUFORC Note: Venus?? PD))",9/30/2013,2013-09-18,17:42:00,west,afternoon
2508,Silver spring,MD,Circle,120,Saw grey spherical craft in sky just sat still for abt 60 seconds. I took a picture then it disappeared.,9/30/2013,2013-09-18,15:00:00,south,afternoon
2509,Riverside,CA,Circle,180,"20-25 bright orange orbs in full moon night sky, formed a line and changed direction, then disappeared",9/30/2013,2013-09-17,21:45:00,west,evening
2510,Idaho Falls,ID,Circle,1800,Round Ball Of Light Falling Like A Meter With No Tail Trailing Behind It. Disappeared From View (LandeD?) Near Craters Of The Moon Area,9/30/2013,2013-09-16,0:00:00,west,night
2511,Boise,ID,Circle,60,I was driving with my son's girlfriend by Edwards Cinema on Overland. I noticed a shiny silver ball in the sky. I pointed it out to my,7/22/2016,2013-09-15,17:00:00,west,afternoon
2512,Sicklerville,NJ,Circle,180,"9 obects total low altitude, eastern skies, vanishing in series one at a time.",10/5/2017,2013-09-15,1:15:00,northeast,night
2513,East Los Angeles,CA,Circle,5400,"A circular object hovering in the sky for 1-2 hours with red, green, and white flashing lights not going in any type of direction.",10/23/2013,2013-09-15,1:00:00,west,night
